monitoringlocationidentifier,monitoringlocationname,latitudemeasure,longitudemeasure,activitystartdate,characteristicname,result_value,units,mcl_value,mcl_units,result_mg_l,exceedance_flag,is_proxy_unit
USGS-11455485,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,38.0778083,-121.767286,16/05/2023,Nitrate,0.901,mg/L as NO3,10,mg/l,0.203523831,0,
USGS-11455485,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,38.0778083,-121.767286,16/05/2023,Nitrate,0.204,mg/L as N,10,mg/l,0.204,0,
USGS-381330121332401,DELTA RMP SACR-028,38.22488056,-121.556725,17/05/2023,Nitrate,0.923,mg/L as NO3,10,mg/l,0.208493336,0,
USGS-381330121332401,DELTA RMP SACR-028,38.22488056,-121.556725,17/05/2023,Nitrate,0.208,mg/L as N,10,mg/l,0.208,0,
USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,29/06/2023,Nitrate,0.589,mg/L as NO3,10,mg/l,0.13304721,0,
USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,29/06/2023,Nitrate,0.133,mg/L as N,10,mg/l,0.133,0,
USGS-375706121201001,SAN JOAQUIN R AB MCCOY AVE NR STOCKTON CA,37.95173889,-121.3361694,17/05/2023,Nitrate,0.443,mg/L as NO3,10,mg/l,0.100067766,0,
USGS-375706121201001,SAN JOAQUIN R AB MCCOY AVE NR STOCKTON CA,37.95173889,-121.3361694,17/05/2023,Nitrate,0.1,mg/L as N,10,mg/l,0.1,0,
USGS-380227121364301,FRANKS TRACT SITE 1.4 NR BETHEL ISLAND CA,38.0408333,-121.6119444,12/06/2023,Nitrate,0.311,mg/L as NO3,10,mg/l,0.070250734,0,
USGS-380227121364301,FRANKS TRACT SITE 1.4 NR BETHEL ISLAND CA,38.0408333,-121.6119444,12/06/2023,Nitrate,0.07,mg/L as N,10,mg/l,0.07,0,
USGS-11336790,LITTLE POTATO SLOUGH A TERMINOUS CA,38.09638889,-121.496111,15/05/2023,Nitrate,0.304,mg/L as NO3,10,mg/l,0.068669528,0,
USGS-11336790,LITTLE POTATO SLOUGH A TERMINOUS CA,38.09638889,-121.496111,15/05/2023,Nitrate,0.069,mg/L as N,10,mg/l,0.069,0,
USGS-380131121280501,SAN JOAQUIN R A TINSLEY ISLAND NR TERMINOUS CA,38.03908889,-121.4927778,17/05/2023,Nitrate,0.359,mg/L as NO3,10,mg/l,0.081093291,0,
USGS-11455385,CACHE SLOUGH AB RYER ISLAND FERRY NR RIO VISTA CA,38.19395556,-121.6580028,16/05/2023,Nitrate,0.189,mg/L as NO3,10,mg/l,0.042692568,0,
USGS-380131121280501,SAN JOAQUIN R A TINSLEY ISLAND NR TERMINOUS CA,38.03908889,-121.4927778,17/05/2023,Nitrate,0.081,mg/L as N,10,mg/l,0.081,0,
USGS-380749121344701,GEORGIANA SLOUGH A TYLER ISLAND RD NR ISLETON CA,38.13028056,-121.5797,17/05/2023,Nitrate,0.768,mg/L as NO3,10,mg/l,0.173480913,0,
USGS-380749121344701,GEORGIANA SLOUGH A TYLER ISLAND RD NR ISLETON CA,38.13028056,-121.5797,17/05/2023,Nitrate,0.173,mg/L as N,10,mg/l,0.173,0,
USGS-380239121374401,FRANKS TRACT SITE 0.5 NR BETHEL ISLAND CA,38.04416667,-121.6288889,12/06/2023,Nitrate,0.051,mg/L as NO3,10,mg/l,0.011520217,0,
USGS-380239121374401,FRANKS TRACT SITE 0.5 NR BETHEL ISLAND CA,38.04416667,-121.6288889,12/06/2023,Nitrate,0.011,mg/L as N,10,mg/l,0.011,0,
USGS-382205121311300,SACRAMENTO R A HOOD CA,38.3679666,-121.5213432,18/05/2023,Nitrate,0.656,mg/L as NO3,10,mg/l,0.148181613,0,
USGS-382205121311300,SACRAMENTO R A HOOD CA,38.3679666,-121.5213432,18/05/2023,Nitrate,0.148,mg/L as N,10,mg/l,0.148,0,
USGS-380548121390501,TWITCHELL ISLAND DR A PUMP STATION NR RIO VISTA CA,38.09661389,-121.6512444,03/04/2023,Nitrate,1.74,mg/L as NO3,10,mg/l,0.393042693,0,
USGS-380548121390501,TWITCHELL ISLAND DR A PUMP STATION NR RIO VISTA CA,38.09661389,-121.6512444,03/04/2023,Nitrate,0.393,mg/L as N,10,mg/l,0.393,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,19/04/2023,Nitrate,0.119,mg/L as N,10,mg/l,0.119,0,
USGS-380300121344801,OLD R A FRANKS TRACT NR BETHEL ISLAND CA,38.05,-121.58,15/05/2023,Nitrate,0.568,mg/L as NO3,10,mg/l,0.128303592,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,19/04/2023,Nitrate,0.528,mg/L as NO3,10,mg/l,0.119268127,0,
USGS-380300121344801,OLD R A FRANKS TRACT NR BETHEL ISLAND CA,38.05,-121.58,15/05/2023,Nitrate,0.128,mg/L as N,10,mg/l,0.128,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,17/05/2023,Nitrate,0.437,mg/L as NO3,10,mg/l,0.098712446,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,17/05/2023,Nitrate,0.099,mg/L as N,10,mg/l,0.099,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,24/05/2023,Nitrate,0.493,mg/L as NO3,10,mg/l,0.111362096,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,24/05/2023,Nitrate,0.111,mg/L as N,10,mg/l,0.111,0,
USGS-11337190,SAN JOAQUIN R A JERSEY POINT CA,38.0521424,-121.6888428,18/04/2023,Nitrate,0.739,mg/L as NO3,10,mg/l,0.166930201,0,
USGS-11337190,SAN JOAQUIN R A JERSEY POINT CA,38.0521424,-121.6888428,18/04/2023,Nitrate,0.167,mg/L as N,10,mg/l,0.167,0,
USGS-11455140,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,38.34916667,-121.6447222,05/04/2023,Nitrate,0.183,mg/L as NO3,10,mg/l,0.041337249,0,
USGS-11455140,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,38.34916667,-121.6447222,05/04/2023,Nitrate,0.041,mg/L as N,10,mg/l,0.041,0,
USGS-382010121402301,LIBERTY ISLAND A UPPER STAIR STEP NR FIVE POINTS C,38.33616667,-121.672925,16/05/2023,Nitrate,0.409,mg/L as NO3,10,mg/l,0.092387621,0,
USGS-382010121402301,LIBERTY ISLAND A UPPER STAIR STEP NR FIVE POINTS C,38.33616667,-121.672925,16/05/2023,Nitrate,0.092,mg/L as N,10,mg/l,0.092,0,
USGS-11447890,SACRAMENTO R AB DELTA CROSS CHANNEL CA,38.25769218,-121.5182865,18/05/2023,Nitrate,0.718,mg/L as NO3,10,mg/l,0.162186582,0,
USGS-11447890,SACRAMENTO R AB DELTA CROSS CHANNEL CA,38.25769218,-121.5182865,18/05/2023,Nitrate,0.162,mg/L as N,10,mg/l,0.162,0,
USGS-375709121190301,PORT OF STOCKTON NR STOCKTON CA,37.9524,-121.3175,17/05/2023,Nitrate,0.098,mg/L as N,10,mg/l,0.098,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,16/05/2023,Nitrate,0.322,mg/L as NO3,10,mg/l,0.072735487,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,16/05/2023,Nitrate,0.073,mg/L as N,10,mg/l,0.073,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,11/04/2023,Nitrate,0.105,mg/L as NO3,10,mg/l,0.023718094,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,11/04/2023,Nitrate,0.024,mg/L as N,10,mg/l,0.024,0,
USGS-11455095,SACRAMENTO R DEEP WATER SHIP CHANNEL NR FREEPORT,38.47686944,-121.5836417,04/05/2023,Nitrate,0.579,mg/L as NO3,10,mg/l,0.130788344,0,
USGS-11455095,SACRAMENTO R DEEP WATER SHIP CHANNEL NR FREEPORT,38.47686944,-121.5836417,04/05/2023,Nitrate,0.131,mg/L as N,10,mg/l,0.131,0,
USGS-11455485,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,38.0778083,-121.767286,17/05/2023,Nitrate,0.709,mg/L as NO3,10,mg/l,0.160153603,0,
USGS-11455485,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,38.0778083,-121.767286,17/05/2023,Nitrate,0.16,mg/L as N,10,mg/l,0.16,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,12/06/2023,Nitrate,0.5,mg/L as NO3,10,mg/l,0.112943302,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,12/06/2023,Nitrate,0.113,mg/L as N,10,mg/l,0.113,0,
USGS-375944121252301,SAN JOAQUIN R A WINDMILL COVE RD NR HOLT CA,37.99418056,-121.4143667,17/05/2023,Nitrate,0.411,mg/L as NO3,10,mg/l,0.092839395,0,
USGS-375944121252301,SAN JOAQUIN R A WINDMILL COVE RD NR HOLT CA,37.99418056,-121.4143667,17/05/2023,Nitrate,0.093,mg/L as N,10,mg/l,0.093,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,17/04/2023,Nitrate,0.513,mg/L as NO3,10,mg/l,0.115879828,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,17/04/2023,Nitrate,0.116,mg/L as N,10,mg/l,0.116,0,
USGS-380214121353901,FRANKS TRACT SITE 2.2 NR BETHEL ISLAND CA,38.0372222,-121.5941667,12/06/2023,Nitrate,0.328,mg/L as NO3,10,mg/l,0.074090806,0,
USGS-380214121353901,FRANKS TRACT SITE 2.2 NR BETHEL ISLAND CA,38.0372222,-121.5941667,12/06/2023,Nitrate,0.074,mg/L as N,10,mg/l,0.074,0,
USGS-11312685,MIDDLE R NR HOLT CA,38.00305556,-121.5108333,15/05/2023,Nitrate,0.545,mg/L as NO3,10,mg/l,0.1231082,0,
USGS-11312685,MIDDLE R NR HOLT CA,38.00305556,-121.5108333,15/05/2023,Nitrate,0.123,mg/L as N,10,mg/l,0.123,0,
USGS-11337190,SAN JOAQUIN R A JERSEY POINT CA,38.0521424,-121.6888428,06/04/2023,Nitrate,1.74,mg/L as NO3,10,mg/l,0.393042693,0,
USGS-11337190,SAN JOAQUIN R A JERSEY POINT CA,38.0521424,-121.6888428,06/04/2023,Nitrate,0.393,mg/L as N,10,mg/l,0.393,0,
USGS-11313325,OLD R A INDIAN SLOUGH CA,37.914369,-121.5655064,15/05/2023,Nitrate,0.324,mg/L as NO3,10,mg/l,0.07318726,0,
USGS-11313325,OLD R A INDIAN SLOUGH CA,37.914369,-121.5655064,15/05/2023,Nitrate,0.073,mg/L as N,10,mg/l,0.073,0,
USGS-380236121343201,OLD R AB QUIMBY ISLAND NR BETHEL ISLAND CA,38.04338889,-121.5755389,12/06/2023,Nitrate,0.3,mg/L as NO3,10,mg/l,0.067765981,0,
USGS-380236121343201,OLD R AB QUIMBY ISLAND NR BETHEL ISLAND CA,38.04338889,-121.5755389,12/06/2023,Nitrate,0.068,mg/L as N,10,mg/l,0.068,0,
USGS-11455142,SACRAMENTO R DEEP WATER SHIP CHANNEL NR COURTLAND,38.34166667,-121.6438889,04/05/2023,Nitrate,0.732,mg/L as NO3,10,mg/l,0.165348995,0,
USGS-11455142,SACRAMENTO R DEEP WATER SHIP CHANNEL NR COURTLAND,38.34166667,-121.6438889,04/05/2023,Nitrate,0.165,mg/L as N,10,mg/l,0.165,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,18/05/2023,Nitrate,0.602,mg/L as NO3,10,mg/l,0.135983736,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,18/05/2023,Nitrate,0.136,mg/L as N,10,mg/l,0.136,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,16/05/2023,Nitrate,0.395,mg/L as NO3,10,mg/l,0.089225209,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,16/05/2023,Nitrate,0.089,mg/L as N,10,mg/l,0.089,0,
USGS-380504121405601,SAN JOAQUIN R BL THREEMILE SLOUGH NR RIO VISTA CA,38.08456389,-121.6823306,15/05/2023,Nitrate,0.358,mg/L as NO3,10,mg/l,0.080867405,0,
USGS-380504121405601,SAN JOAQUIN R BL THREEMILE SLOUGH NR RIO VISTA CA,38.08456389,-121.6823306,15/05/2023,Nitrate,0.081,mg/L as N,10,mg/l,0.081,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,26/06/2023,Nitrate,0.91,mg/L as NO3,10,mg/l,0.20555681,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,26/06/2023,Nitrate,0.206,mg/L as N,10,mg/l,0.206,0,
USGS-381330121332401,DELTA RMP SACR-028,38.22488056,-121.556725,18/05/2023,Nitrate,0.729,mg/L as NO3,10,mg/l,0.164671335,0,
USGS-381330121332401,DELTA RMP SACR-028,38.22488056,-121.556725,18/05/2023,Nitrate,0.165,mg/L as N,10,mg/l,0.165,0,
USGS-375826121314201,MILDRED ISLAND SITE 2.4 NR ORWOOD CA,37.97388889,-121.5283333,12/06/2023,Nitrate,0.614,mg/L as NO3,10,mg/l,0.138694375,0,
USGS-375826121314201,MILDRED ISLAND SITE 2.4 NR ORWOOD CA,37.97388889,-121.5283333,12/06/2023,Nitrate,0.139,mg/L as N,10,mg/l,0.139,0,
USGS-380124121312501,MIDDLE R A COULUMBIA CUT NR TERMINOUS CA,38.0169111,-121.5184778,12/06/2023,Nitrate,0.127,mg/L as N,10,mg/l,0.127,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,27/06/2023,Nitrate,0.455,mg/L as NO3,10,mg/l,0.102778405,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,27/06/2023,Nitrate,0.103,mg/L as N,10,mg/l,0.103,0,
USGS-380124121312501,MIDDLE R A COULUMBIA CUT NR TERMINOUS CA,38.0169111,-121.5184778,12/06/2023,Nitrate,0.563,mg/L as NO3,10,mg/l,0.127174159,0,
USGS-11447890,SACRAMENTO R AB DELTA CROSS CHANNEL CA,38.25769218,-121.5182865,25/04/2023,Nitrate,0.832,mg/L as NO3,10,mg/l,0.187937655,0,
USGS-11447890,SACRAMENTO R AB DELTA CROSS CHANNEL CA,38.25769218,-121.5182865,25/04/2023,Nitrate,0.188,mg/L as N,10,mg/l,0.188,0,
USGS-11313250,OLD R A CLIFTON COURT FERRY CA,37.82437145,-121.5524492,15/05/2023,Nitrate,0.298,mg/L as NO3,10,mg/l,0.067314208,0,
USGS-11313250,OLD R A CLIFTON COURT FERRY CA,37.82437145,-121.5524492,15/05/2023,Nitrate,0.067,mg/L as N,10,mg/l,0.067,0,
USGS-11455095,SACRAMENTO R DEEP WATER SHIP CHANNEL NR FREEPORT,38.47686944,-121.5836417,07/06/2023,Nitrate,0.217,mg/L as NO3,10,mg/l,0.049017393,0,
USGS-11455095,SACRAMENTO R DEEP WATER SHIP CHANNEL NR FREEPORT,38.47686944,-121.5836417,07/06/2023,Nitrate,0.049,mg/L as N,10,mg/l,0.049,0,
USGS-380035121324801,DELTA RMP CENT-025,38.00963056,-121.5467806,12/06/2023,Nitrate,0.47,mg/L as NO3,10,mg/l,0.106166704,0,
USGS-380035121324801,DELTA RMP CENT-025,38.00963056,-121.5467806,12/06/2023,Nitrate,0.106,mg/L as N,10,mg/l,0.106,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,04/04/2023,Nitrate,0.312,mg/L as NO3,10,mg/l,0.070476621,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,04/04/2023,Nitrate,0.071,mg/L as N,10,mg/l,0.071,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,04/05/2023,Nitrate,0.376,mg/L as NO3,10,mg/l,0.084933363,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,04/05/2023,Nitrate,0.085,mg/L as N,10,mg/l,0.085,0,
USGS-11312676,MIDDLE R AT MIDDLE RIVER CA,37.9427017,-121.5341175,06/04/2023,Nitrate,1.17,mg/L as NO3,10,mg/l,0.264287328,0,
USGS-11312676,MIDDLE R AT MIDDLE RIVER CA,37.9427017,-121.5341175,06/04/2023,Nitrate,0.265,mg/L as N,10,mg/l,0.265,0,
USGS-380232121241801,FOURTEENMILE SLOUGH NR TERMINOUS CA,38.04221944,-121.405,17/05/2023,Nitrate,0.404,mg/L as NO3,10,mg/l,0.091258188,0,
USGS-380232121241801,FOURTEENMILE SLOUGH NR TERMINOUS CA,38.04221944,-121.405,17/05/2023,Nitrate,0.091,mg/L as N,10,mg/l,0.091,0,
USGS-11455142,SACRAMENTO R DEEP WATER SHIP CHANNEL NR COURTLAND,38.34166667,-121.6438889,12/04/2023,Nitrate,1.5,mg/L as NO3,10,mg/l,0.338829907,0,
USGS-11455142,SACRAMENTO R DEEP WATER SHIP CHANNEL NR COURTLAND,38.34166667,-121.6438889,12/04/2023,Nitrate,0.34,mg/L as N,10,mg/l,0.34,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,23/05/2023,Nitrate,0.439,mg/L as NO3,10,mg/l,0.09916422,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,23/05/2023,Nitrate,0.099,mg/L as N,10,mg/l,0.099,0,
USGS-380216121370301,FRANKS TRACT SITE 1.5 NR BETHEL ISLAND CA,38.03777778,-121.6175,12/06/2023,Nitrate,0.096,mg/L as NO3,10,mg/l,0.021685114,0,
USGS-380216121370301,FRANKS TRACT SITE 1.5 NR BETHEL ISLAND CA,38.03777778,-121.6175,12/06/2023,Nitrate,0.022,mg/L as N,10,mg/l,0.022,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,06/06/2023,Nitrate,0.283,mg/L as NO3,10,mg/l,0.063925909,0,
USGS-380711121323401,STATEN ISLAND DRAIN NR TERMINOUS CA,38.1198,-121.5428972,05/06/2023,Nitrate,0.074,mg/L as NO3,10,mg/l,0.016715609,0,
USGS-380711121323401,STATEN ISLAND DRAIN NR TERMINOUS CA,38.1198,-121.5428972,05/06/2023,Nitrate,0.017,mg/L as N,10,mg/l,0.017,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,26/06/2023,Nitrate,0.056,mg/L as NO3,10,mg/l,0.01264965,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,26/06/2023,Nitrate,0.013,mg/L as N,10,mg/l,0.013,0,
USGS-380548121390501,TWITCHELL ISLAND DR A PUMP STATION NR RIO VISTA CA,38.09661389,-121.6512444,20/04/2023,Nitrate,0.712,mg/L as NO3,10,mg/l,0.160831263,0,
USGS-380548121390501,TWITCHELL ISLAND DR A PUMP STATION NR RIO VISTA CA,38.09661389,-121.6512444,20/04/2023,Nitrate,0.161,mg/L as N,10,mg/l,0.161,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,18/05/2023,Nitrate,0.544,mg/L as NO3,10,mg/l,0.122882313,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,18/05/2023,Nitrate,0.123,mg/L as N,10,mg/l,0.123,0,
USGS-380144121363701,FRANKS TRACT SITE 2.5 NR BETHEL ISLAND CA,38.02888889,-121.6102778,12/06/2023,Nitrate,0.116,mg/L as NO3,10,mg/l,0.026202846,0,
USGS-380144121363701,FRANKS TRACT SITE 2.5 NR BETHEL ISLAND CA,38.02888889,-121.6102778,12/06/2023,Nitrate,0.026,mg/L as N,10,mg/l,0.026,0,
USGS-11455485,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,38.0778083,-121.767286,06/04/2023,Nitrate,1.17,mg/L as NO3,10,mg/l,0.264287328,0,
USGS-11455485,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,38.0778083,-121.767286,06/04/2023,Nitrate,0.264,mg/L as N,10,mg/l,0.264,0,
USGS-380711121323401,STATEN ISLAND DRAIN NR TERMINOUS CA,38.1198,-121.5428972,09/05/2023,Nitrate,0.039,mg/L as NO3,10,mg/l,0.008809578,0,
USGS-380711121323401,STATEN ISLAND DRAIN NR TERMINOUS CA,38.1198,-121.5428972,09/05/2023,Nitrate,0.009,mg/L as N,10,mg/l,0.009,0,
USGS-11337190,SAN JOAQUIN R A JERSEY POINT CA,38.0521424,-121.6888428,17/05/2023,Nitrate,0.48,mg/L as NO3,10,mg/l,0.10842557,0,
USGS-11337190,SAN JOAQUIN R A JERSEY POINT CA,38.0521424,-121.6888428,17/05/2023,Nitrate,0.108,mg/L as N,10,mg/l,0.108,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,20/04/2023,Nitrate,0.68,mg/L as NO3,10,mg/l,0.153602891,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,20/04/2023,Nitrate,0.154,mg/L as N,10,mg/l,0.154,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,08/06/2023,Nitrate,0.439,mg/L as NO3,10,mg/l,0.09916422,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,08/06/2023,Nitrate,0.099,mg/L as N,10,mg/l,0.099,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,19/04/2023,Nitrate,0.255,mg/L as NO3,10,mg/l,0.057601084,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,19/04/2023,Nitrate,0.058,mg/L as N,10,mg/l,0.058,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,18/04/2023,Nitrate,0.298,mg/L as NO3,10,mg/l,0.067314208,0,
USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,38.2430111,-121.684286,18/04/2023,Nitrate,0.067,mg/L as N,10,mg/l,0.067,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,02/05/2023,Nitrate,0.189,mg/L as N,10,mg/l,0.189,0,
USGS-380837121333401,N MOKELUMNE R A TYLER ISLAND RD NR ISELTON CA,38.14366944,-121.5595389,15/05/2023,Nitrate,0.085,mg/L as NO3,10,mg/l,0.019200361,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,02/05/2023,Nitrate,0.837,mg/L as NO3,10,mg/l,0.189067088,0,
USGS-380837121333401,N MOKELUMNE R A TYLER ISLAND RD NR ISELTON CA,38.14366944,-121.5595389,15/05/2023,Nitrate,0.019,mg/L as N,10,mg/l,0.019,0,
USGS-375950121311701,MILDRED ISLAND SITE 2.1 NR ORWOOD CA,37.9972222,-121.5213889,12/06/2023,Nitrate,0.573,mg/L as NO3,10,mg/l,0.129433025,0,
USGS-375950121311701,MILDRED ISLAND SITE 2.1 NR ORWOOD CA,37.9972222,-121.5213889,12/06/2023,Nitrate,0.13,mg/L as N,10,mg/l,0.13,0,
USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.2578213,13/06/2023,Nitrate,1.04,mg/L as NO3,10,mg/l,0.234922069,0,
USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.2578213,13/06/2023,Nitrate,0.235,mg/L as N,10,mg/l,0.235,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,22/05/2023,Nitrate,0.28,mg/L as NO3,10,mg/l,0.063248249,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,22/05/2023,Nitrate,0.063,mg/L as N,10,mg/l,0.063,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,10/05/2023,Nitrate,0.736,mg/L as NO3,10,mg/l,0.166252541,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,10/05/2023,Nitrate,0.166,mg/L as N,10,mg/l,0.166,0,
USGS-380711121323401,STATEN ISLAND DRAIN NR TERMINOUS CA,38.1198,-121.5428972,03/04/2023,Nitrate,4.69,mg/L as NO3,10,mg/l,1.059408177,0,
USGS-380711121323401,STATEN ISLAND DRAIN NR TERMINOUS CA,38.1198,-121.5428972,03/04/2023,Nitrate,1.06,mg/L as N,10,mg/l,1.06,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,05/04/2023,Nitrate,1.65,mg/L as NO3,10,mg/l,0.372712898,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,05/04/2023,Nitrate,0.373,mg/L as N,10,mg/l,0.373,0,
USGS-380831121281201,SYCAMORE SLOUGH NR TERMINOUS CA,38.142,-121.47,15/05/2023,Nitrate,0.006,mg/L as NO3,10,mg/l,0.00135532,0,
USGS-380831121281201,SYCAMORE SLOUGH NR TERMINOUS CA,38.142,-121.47,15/05/2023,Nitrate,0.001,mg/L as N,10,mg/l,0.001,0,
USGS-11455485,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,38.0778083,-121.767286,20/06/2023,Nitrate,0.475,mg/L as NO3,10,mg/l,0.107296137,0,
USGS-11455485,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,38.0778083,-121.767286,20/06/2023,Nitrate,0.107,mg/L as N,10,mg/l,0.107,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,22/06/2023,Nitrate,0.548,mg/L as NO3,10,mg/l,0.123785859,0,
USGS-11313405,OLD R A BACON ISLAND CA,37.96992306,-121.572174,22/06/2023,Nitrate,0.124,mg/L as N,10,mg/l,0.124,0,
USGS-375827121311401,MILDRED ISLAND SITE 1.4 NR ORWOOD CA,37.97416667,-121.5205556,12/06/2023,Nitrate,0.627,mg/L as NO3,10,mg/l,0.141630901,0,
USGS-375827121311401,MILDRED ISLAND SITE 1.4 NR ORWOOD CA,37.97416667,-121.5205556,12/06/2023,Nitrate,0.142,mg/L as N,10,mg/l,0.142,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,20/06/2023,Nitrate,0.22,mg/L as NO3,10,mg/l,0.049695053,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,20/06/2023,Nitrate,0.05,mg/L as N,10,mg/l,0.05,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,31/05/2023,Nitrate,5.36,mg/L as NO3,10,mg/l,1.210752202,0,
